,vsini180,vsini185
T31000logg4.4,"{'H$\\beta$: 4861.33': 118.53586869055123, 'He I: 4921.93': 34.88138022096919, 'He I: 5015.68': 4.472881736372718, 'He II: 5411.53': 38.030236631045604, 'He I: 5875.66': 3.1333176210709235, 'He II: 4199.83': 2.7663428813180237, 'H$\\gamma$: 4340.46': 14.780452913104266, 'H11: 3770.63': 20.77073948169843, 'H10: 3797.90': 28.284025850336686, 'He I: 3819.62': 8.850919549118286, 'H9: 3835.38': 24.57842047290646, 'H8: 3889.05': 21.971299294574344}","{'H$\\beta$: 4861.33': 118.16797844222825, 'He I: 4921.93': 33.96755742820948, 'He I: 5015.68': 4.236334843710315, 'He II: 5411.53': 38.17332339138238, 'He I: 5875.66': 2.5570074798122175, 'He II: 4199.83': 2.770763303602467, 'H$\\gamma$: 4340.46': 14.733873286564048, 'H11: 3770.63': 20.703844603775753, 'H10: 3797.90': 28.163560360278947, 'He I: 3819.62': 8.723890331276381, 'H9: 3835.38': 24.480693639935534, 'H8: 3889.05': 21.919035077404676}"
T32000logg3.2,"{'H$\\beta$: 4861.33': 35.97551855274288, 'He I: 4921.93': 25.96794677446792, 'He I: 5015.68': 1.8916896648097925, 'He II: 5411.53': 3.094503277957299, 'He I: 5875.66': 4.150552375719553, 'He II: 4199.83': 0.745503664182743, 'H$\\gamma$: 4340.46': 1.919638303953457, 'H11: 3770.63': 2.902135353980312, 'H10: 3797.90': 3.2153984035681598, 'He I: 3819.62': 1.3708942024854756, 'H9: 3835.38': 1.727250709896638, 'H8: 3889.05': 1.4441429462237632}","{'H$\\beta$: 4861.33': 34.8073931292531, 'He I: 4921.93': 25.886022727792223, 'He I: 5015.68': 1.8625564882527976, 'He II: 5411.53': 2.8545489905559776, 'He I: 5875.66': 3.5401145581406093, 'He II: 4199.83': 0.7303808934249261, 'H$\\gamma$: 4340.46': 1.752217741688268, 'H11: 3770.63': 2.82275054965901, 'H10: 3797.90': 3.05310378358801, 'He I: 3819.62': 1.3748010848060481, 'H9: 3835.38': 1.6050093377261379, 'H8: 3889.05': 1.348795305872253}"
T32000logg3.4,"{'H$\\beta$: 4861.33': 14.0538288919385, 'He I: 4921.93': 22.9764652164083, 'He I: 5015.68': 5.522879403323096, 'He II: 5411.53': 2.233280500308365, 'He I: 5875.66': 23.88199577952052, 'He II: 4199.83': 1.104726563618236, 'H$\\gamma$: 4340.46': 1.0476694607720118, 'H11: 3770.63': 4.906999581384523, 'H10: 3797.90': 4.4803876008838, 'He I: 3819.62': 3.29552190187022, 'H9: 3835.38': 1.7954399232439713, 'H8: 3889.05': 1.093329206619837}","{'H$\\beta$: 4861.33': 13.676359847513645, 'He I: 4921.93': 22.904421631569708, 'He I: 5015.68': 5.541375263526289, 'He II: 5411.53': 2.161930609861278, 'He I: 5875.66': 24.176376682983083, 'He II: 4199.83': 1.0422865313837075, 'H$\\gamma$: 4340.46': 1.004087843621228, 'H11: 3770.63': 4.854469480922534, 'H10: 3797.90': 4.388983747199099, 'He I: 3819.62': 3.3008278031464346, 'H9: 3835.38': 1.7426133325226656, 'H8: 3889.05': 1.0566868506382623}"
T32000logg3.6,"{'H$\\beta$: 4861.33': 56.14893052503476, 'He I: 4921.93': 2.0716025402672016, 'He I: 5015.68': 4.721280855514274, 'He II: 5411.53': 2.486770398407856, 'He I: 5875.66': 4.389415093163926, 'He II: 4199.83': 0.6286120357168747, 'H$\\gamma$: 4340.46': 4.036049198669171, 'H11: 3770.63': 12.898379260767658, 'H10: 3797.90': 15.23057918766885, 'He I: 3819.62': 1.880089937947206, 'H9: 3835.38': 8.926064091603264, 'H8: 3889.05': 6.392961374877504}","{'H$\\beta$: 4861.33': 55.716278742631815, 'He I: 4921.93': 2.035057254011306, 'He I: 5015.68': 4.441968005421828, 'He II: 5411.53': 2.6166682884111316, 'He I: 5875.66': 3.593641270565713, 'He II: 4199.83': 0.6374617920943646, 'H$\\gamma$: 4340.46': 3.970431541684317, 'H11: 3770.63': 12.768451866559543, 'H10: 3797.90': 15.039607131901079, 'He I: 3819.62': 1.8258629383341627, 'H9: 3835.38': 8.789192052144681, 'H8: 3889.05': 6.30471558995982}"
T32000logg3.8,"{'H$\\beta$: 4861.33': 76.3722531552664, 'He I: 4921.93': 9.948603971471398, 'He I: 5015.68': 4.662636038043459, 'He II: 5411.53': 14.030650250196027, 'He I: 5875.66': 3.985878157605195, 'He II: 4199.83': 1.0336443498813994, 'H$\\gamma$: 4340.46': 7.20438369878389, 'H11: 3770.63': 18.210454163969118, 'H10: 3797.90': 21.31382817935771, 'He I: 3819.62': 3.0334422119699473, 'H9: 3835.38': 14.656025856648903, 'H8: 3889.05': 11.155548182761782}","{'H$\\beta$: 4861.33': 75.90759102102291, 'He I: 4921.93': 9.489888204039275, 'He I: 5015.68': 4.391397335787602, 'He II: 5411.53': 14.294759789737196, 'He I: 5875.66': 3.2588787366140344, 'He II: 4199.83': 1.047983772507925, 'H$\\gamma$: 4340.46': 7.133871640982794, 'H11: 3770.63': 18.081610808546756, 'H10: 3797.90': 21.12582063576301, 'He I: 3819.62': 2.954356914787869, 'H9: 3835.38': 14.515350885995447, 'H8: 3889.05': 11.065397840587979}"
T32000logg4.0,"{'H$\\beta$: 4861.33': 86.89735689702346, 'He I: 4921.93': 13.913931307524013, 'He I: 5015.68': 4.099349389876369, 'He II: 5411.53': 5.739625919653318, 'He I: 5875.66': 3.3990550401462674, 'He II: 4199.83': 0.7628159450568517, 'H$\\gamma$: 4340.46': 8.99524917133782, 'H11: 3770.63': 18.50356973853966, 'H10: 3797.90': 22.8690718051247, 'He I: 3819.62': 3.5439600639095077, 'H9: 3835.38': 17.321005566083645, 'H8: 3889.05': 13.803235717139303}","{'H$\\beta$: 4861.33': 86.53987708229597, 'He I: 4921.93': 13.342119736767476, 'He I: 5015.68': 3.862768609764061, 'He II: 5411.53': 5.974722502332361, 'He I: 5875.66': 2.80197383521573, 'He II: 4199.83': 0.773212277575869, 'H$\\gamma$: 4340.46': 8.941890758343737, 'H11: 3770.63': 18.401032121019032, 'H10: 3797.90': 22.712158293229493, 'He I: 3819.62': 3.4668148811083936, 'H9: 3835.38': 17.201717965422535, 'H8: 3889.05': 13.730408652565899}"
T32000logg4.2,"{'H$\\beta$: 4861.33': 118.1707896803258, 'He I: 4921.93': 25.418627991174194, 'He I: 5015.68': 4.403413894214137, 'He II: 5411.53': 23.934173296985367, 'He I: 5875.66': 3.464294012730584, 'He II: 4199.83': 1.8092859098647847, 'H$\\gamma$: 4340.46': 13.409810169229644, 'H11: 3770.63': 21.352504835673574, 'H10: 3797.90': 27.09215312727519, 'He I: 3819.62': 6.02007067428487, 'H9: 3835.38': 22.75675099450722, 'H8: 3889.05': 19.300828132698086}","{'H$\\beta$: 4861.33': 117.67961648283865, 'He I: 4921.93': 24.617847144612632, 'He I: 5015.68': 4.1588655125255904, 'He II: 5411.53': 24.15211521323353, 'He I: 5875.66': 2.828355432405783, 'He II: 4199.83': 1.8186895091102626, 'H$\\gamma$: 4340.46': 13.342777636001061, 'H11: 3770.63': 21.25853520142422, 'H10: 3797.90': 26.94832424168906, 'He I: 3819.62': 5.912129149709578, 'H9: 3835.38': 22.638205810039345, 'H8: 3889.05': 19.229588295783003}"
T33000logg3.2,"{'H$\\beta$: 4861.33': 20.268786429315465, 'He I: 4921.93': 34.887756739991, 'He I: 5015.68': 3.023650166969298, 'He II: 5411.53': 26.14607821634144, 'He I: 5875.66': 19.518863973300697, 'He II: 4199.83': 3.4975934498552426, 'H$\\gamma$: 4340.46': 5.89580070670593, 'H11: 3770.63': 7.192150318294783, 'H10: 3797.90': 3.51218669622927, 'He I: 3819.62': 4.862819966912492, 'H9: 3835.38': 5.283244802987313, 'H8: 3889.05': 6.515115181292081}","{'H$\\beta$: 4861.33': 20.098598453868625, 'He I: 4921.93': 34.70823103795809, 'He I: 5015.68': 3.044967603791985, 'He II: 5411.53': 26.402487700491097, 'He I: 5875.66': 19.668991189989097, 'He II: 4199.83': 3.509883042307538, 'H$\\gamma$: 4340.46': 5.86628161117915, 'H11: 3770.63': 7.147222481388024, 'H10: 3797.90': 3.4704751425591374, 'He I: 3819.62': 4.874670528708315, 'H9: 3835.38': 5.264244246168952, 'H8: 3889.05': 6.505998911157039}"
T33000logg3.4,"{'H$\\beta$: 4861.33': 56.384281512333196, 'He I: 4921.93': 22.39212222475701, 'He I: 5015.68': 2.2514543202518262, 'He II: 5411.53': 6.967658930814437, 'He I: 5875.66': 4.4731767427219, 'He II: 4199.83': 0.8061645037601752, 'H$\\gamma$: 4340.46': 2.9422554789210293, 'H11: 3770.63': 5.700356284582155, 'H10: 3797.90': 7.677023267718767, 'He I: 3819.62': 1.06604549130175, 'H9: 3835.38': 3.94844935263984, 'H8: 3889.05': 2.537457816225036}","{'H$\\beta$: 4861.33': 55.465685613873475, 'He I: 4921.93': 22.33216046164555, 'He I: 5015.68': 2.1451122002538323, 'He II: 5411.53': 6.619921692248393, 'He I: 5875.66': 3.6785879016350633, 'He II: 4199.83': 0.7824546678777498, 'H$\\gamma$: 4340.46': 2.8149030382992652, 'H11: 3770.63': 5.5799981226318405, 'H10: 3797.90': 7.4867821229154545, 'He I: 3819.62': 1.0568243728524205, 'H9: 3835.38': 3.807675479326246, 'H8: 3889.05': 2.4372684386572683}"
T33000logg3.6,"{'H$\\beta$: 4861.33': 66.65896633683431, 'He I: 4921.93': 9.875032427584925, 'He I: 5015.68': 3.2297805363136507, 'He II: 5411.53': 2.6987267239734574, 'He I: 5875.66': 4.984255155558351, 'He II: 4199.83': 0.7041215242345933, 'H$\\gamma$: 4340.46': 4.509289003369256, 'H11: 3770.63': 12.20545120754256, 'H10: 3797.90': 13.357093043644499, 'He I: 3819.62': 1.4031463409128249, 'H9: 3835.38': 7.763512702266897, 'H8: 3889.05': 5.53926343839266}","{'H$\\beta$: 4861.33': 65.98427297566182, 'He I: 4921.93': 9.913552283095482, 'He I: 5015.68': 3.0405805422500785, 'He II: 5411.53': 2.7007238238640143, 'He I: 5875.66': 4.0969170686703835, 'He II: 4199.83': 0.6995641247816892, 'H$\\gamma$: 4340.46': 4.410254092245397, 'H11: 3770.63': 12.085851320717726, 'H10: 3797.90': 13.170370923037723, 'He I: 3819.62': 1.3696596338696578, 'H9: 3835.38': 7.624670992343464, 'H8: 3889.05': 5.441030852813822}"
T33000logg3.8,"{'H$\\beta$: 4861.33': 73.0689143813524, 'He I: 4921.93': 2.0202024225386306, 'He I: 5015.68': 3.9190940860720542, 'He II: 5411.53': 2.575312727150664, 'He I: 5875.66': 4.084215718143759, 'He II: 4199.83': 0.6856850161788032, 'H$\\gamma$: 4340.46': 6.103051736648802, 'H11: 3770.63': 14.641974133885673, 'H10: 3797.90': 17.85450413288709, 'He I: 3819.62': 2.169647559628407, 'H9: 3835.38': 11.851505116265653, 'H8: 3889.05': 9.347276504301156}","{'H$\\beta$: 4861.33': 72.69157318847091, 'He I: 4921.93': 1.9938983252490456, 'He I: 5015.68': 3.6854238265635306, 'He II: 5411.53': 2.6808351499375735, 'He I: 5875.66': 3.3419084946264803, 'He II: 4199.83': 0.6905622740132823, 'H$\\gamma$: 4340.46': 6.041716658363235, 'H11: 3770.63': 14.532786136984765, 'H10: 3797.90': 17.686287376604447, 'He I: 3819.62': 2.116098511415234, 'H9: 3835.38': 11.727087183277964, 'H8: 3889.05': 9.26471374683238}"
T33000logg4.0,"{'H$\\beta$: 4861.33': 137.18684620496097, 'He I: 4921.93': 9.45600284865888, 'He I: 5015.68': 3.1941879536135485, 'He II: 5411.53': 3.344168678219947, 'He I: 5875.66': 4.581528740808621, 'He II: 4199.83': 0.8160434897719498, 'H$\\gamma$: 4340.46': 12.747447749745332, 'H11: 3770.63': 18.965110705879162, 'H10: 3797.90': 21.72594343484191, 'He I: 3819.62': 3.4345549520891474, 'H9: 3835.38': 16.928077357972484, 'H8: 3889.05': 14.610043088552986}","{'H$\\beta$: 4861.33': 136.10458013520966, 'He I: 4921.93': 9.03537796922681, 'He I: 5015.68': 3.0125357693725836, 'He II: 5411.53': 3.527533309989698, 'He I: 5875.66': 3.768045834986317, 'He II: 4199.83': 0.8292236327193839, 'H$\\gamma$: 4340.46': 12.610268708054408, 'H11: 3770.63': 18.853061296981796, 'H10: 3797.90': 21.573601308348405, 'He I: 3819.62': 3.360757489112692, 'H9: 3835.38': 16.80327368028647, 'H8: 3889.05': 14.517824568834957}"
T33000logg4.2,"{'H$\\beta$: 4861.33': 97.86516946207398, 'He I: 4921.93': 16.955807474822596, 'He I: 5015.68': 4.264830786069784, 'He II: 5411.53': 17.076337638891445, 'He I: 5875.66': 3.171930983520718, 'He II: 4199.83': 1.3956483849021095, 'H$\\gamma$: 4340.46': 10.934262627919118, 'H11: 3770.63': 18.34420055782826, 'H10: 3797.90': 23.527564585348234, 'He I: 3819.62': 4.780654877469424, 'H9: 3835.38': 19.288332910295424, 'H8: 3889.05': 16.65391395854813}","{'H$\\beta$: 4861.33': 97.55983657796452, 'He I: 4921.93': 16.344232303268626, 'He I: 5015.68': 4.022473049638789, 'He II: 5411.53': 17.3165366733015, 'He I: 5875.66': 2.600722471907356, 'He II: 4199.83': 1.4063557620105185, 'H$\\gamma$: 4340.46': 10.883924534148946, 'H11: 3770.63': 18.25649110604061, 'H10: 3797.90': 23.39167799864331, 'He I: 3819.62': 4.689548545691443, 'H9: 3835.38': 19.179263718801266, 'H8: 3889.05': 16.585574841494584}"
T34000logg3.4,"{'H$\\beta$: 4861.33': 61.40336373993851, 'He I: 4921.93': 21.476877734637142, 'He I: 5015.68': 1.9630382591456197, 'He II: 5411.53': 13.576329733329784, 'He I: 5875.66': 3.8495978198110503, 'He II: 4199.83': 1.1138718421688891, 'H$\\gamma$: 4340.46': 3.2629791723709625, 'H11: 3770.63': 4.6456399927051715, 'H10: 3797.90': 6.715095077422366, 'He I: 3819.62': 1.3126304239765532, 'H9: 3835.38': 3.5272948808310813, 'H8: 3889.05': 2.2992900175452573}","{'H$\\beta$: 4861.33': 60.395166335500946, 'He I: 4921.93': 21.42186670391233, 'He I: 5015.68': 1.9453809395495236, 'He II: 5411.53': 12.952102358807494, 'He I: 5875.66': 3.269367006118828, 'He II: 4199.83': 1.068352516300871, 'H$\\gamma$: 4340.46': 3.1236313057337286, 'H11: 3770.63': 4.531083211968624, 'H10: 3797.90': 6.531314242684809, 'He I: 3819.62': 1.318480879927099, 'H9: 3835.38': 3.389356731089219, 'H8: 3889.05': 2.199737126756332}"
T34000logg3.6,"{'H$\\beta$: 4861.33': 62.523743017396065, 'He I: 4921.93': 17.920964157731397, 'He I: 5015.68': 2.3146545233311797, 'He II: 5411.53': 12.103380426018457, 'He I: 5875.66': 4.168671442318875, 'He II: 4199.83': 1.350829636173835, 'H$\\gamma$: 4340.46': 4.0220181649185465, 'H11: 3770.63': 10.97063193649896, 'H10: 3797.90': 10.944721480611815, 'He I: 3819.62': 1.0576728645167321, 'H9: 3835.38': 6.1135476284151204, 'H8: 3889.05': 4.2228354039293015}","{'H$\\beta$: 4861.33': 61.931259679881435, 'He I: 4921.93': 17.896672354340403, 'He I: 5015.68': 2.213773218403549, 'He II: 5411.53': 11.700673452237224, 'He I: 5875.66': 3.437120014677868, 'He II: 4199.83': 1.3162934490583569, 'H$\\gamma$: 4340.46': 3.9417419348134493, 'H11: 3770.63': 10.864036702824079, 'H10: 3797.90': 10.784882037848293, 'He I: 3819.62': 1.048518405361104, 'H9: 3835.38': 6.000571564765891, 'H8: 3889.05': 4.144420380154816}"
T34000logg3.8,"{'H$\\beta$: 4861.33': 63.13488965191716, 'He I: 4921.93': 30.530730763845238, 'He I: 5015.68': 2.7025718955941733, 'He II: 5411.53': 13.341371282464213, 'He I: 5875.66': 5.470783224639502, 'He II: 4199.83': 1.8432714676095108, 'H$\\gamma$: 4340.46': 4.448323905388988, 'H11: 3770.63': 10.168720583241962, 'H10: 3797.90': 11.200822356374925, 'He I: 3819.62': 1.3110839740582516, 'H9: 3835.38': 6.774309091971317, 'H8: 3889.05': 4.674505391121776}","{'H$\\beta$: 4861.33': 62.67633009381973, 'He I: 4921.93': 30.361764830875956, 'He I: 5015.68': 2.719633959457237, 'He II: 5411.53': 13.04017472416693, 'He I: 5875.66': 5.2208927609007105, 'He II: 4199.83': 1.7929070872339972, 'H$\\gamma$: 4340.46': 4.387439690230177, 'H11: 3770.63': 10.096581185582854, 'H10: 3797.90': 11.084872761355728, 'He I: 3819.62': 1.3216209677391821, 'H9: 3835.38': 6.69410175135799, 'H8: 3889.05': 4.618675478922225}"
T34000logg4.0,"{'H$\\beta$: 4861.33': 87.85692818388156, 'He I: 4921.93': 2.0472766970589698, 'He I: 5015.68': 3.405154148772816, 'He II: 5411.53': 5.406670464460402, 'He I: 5875.66': 4.208589633303606, 'He II: 4199.83': 0.7442417606950907, 'H$\\gamma$: 4340.46': 7.868515491493144, 'H11: 3770.63': 15.442127206034321, 'H10: 3797.90': 18.238052627667013, 'He I: 3819.62': 2.6150813783283633, 'H9: 3835.38': 13.3065025420972, 'H8: 3889.05': 11.248907304680452}","{'H$\\beta$: 4861.33': 87.41209202469075, 'He I: 4921.93': 1.9674288631716839, 'He I: 5015.68': 3.2069232199887394, 'He II: 5411.53': 5.638955268366278, 'He I: 5875.66': 3.44599387462861, 'He II: 4199.83': 0.756156482351153, 'H$\\gamma$: 4340.46': 7.7982933543410935, 'H11: 3770.63': 15.346959504167085, 'H10: 3797.90': 18.097839583163214, 'He I: 3819.62': 2.5582173834103914, 'H9: 3835.38': 13.198312498688779, 'H8: 3889.05': 11.172929645573035}"
T34000logg4.2,"{'H$\\beta$: 4861.33': 89.67859712916035, 'He I: 4921.93': 6.636459058797791, 'He I: 5015.68': 3.769637465826066, 'He II: 5411.53': 9.792628255123482, 'He I: 5875.66': 3.3525888144428255, 'He II: 4199.83': 1.0183007130502226, 'H$\\gamma$: 4340.46': 9.333262957384424, 'H11: 3770.63': 15.442197252576818, 'H10: 3797.90': 19.823396517631476, 'He I: 3819.62': 3.7326489712462245, 'H9: 3835.38': 15.907621038391275, 'H8: 3889.05': 14.235249636805015}","{'H$\\beta$: 4861.33': 89.42092525549737, 'He I: 4921.93': 6.333125560881854, 'He I: 5015.68': 3.5525420467174476, 'He II: 5411.53': 10.042921203752648, 'He I: 5875.66': 2.7433475174433664, 'He II: 4199.83': 1.0302491471179085, 'H$\\gamma$: 4340.46': 9.286480736153276, 'H11: 3770.63': 15.364212819507024, 'H10: 3797.90': 19.70254032693555, 'He I: 3819.62': 3.6596942610277137, 'H9: 3835.38': 15.811887039486296, 'H8: 3889.05': 14.17062984594843}"
T34000logg4.4,"{'H$\\beta$: 4861.33': 113.13624518034733, 'He I: 4921.93': 13.974668492594706, 'He I: 5015.68': 3.5684392355736945, 'He II: 5411.53': 14.697708001992567, 'He I: 5875.66': 3.309023103748388, 'He II: 4199.83': 1.4004325471728238, 'H$\\gamma$: 4340.46': 12.446592732439978, 'H11: 3770.63': 15.41903256383247, 'H10: 3797.90': 20.117236414178283, 'He I: 3819.62': 5.124717714555313, 'H9: 3835.38': 17.85835628134718, 'H8: 3889.05': 17.169738160046023}","{'H$\\beta$: 4861.33': 112.79523732767127, 'He I: 4921.93': 13.482760693228467, 'He I: 5015.68': 3.368402023994872, 'He II: 5411.53': 14.937056872997777, 'He I: 5875.66': 2.703212452027334, 'He II: 4199.83': 1.410718501605315, 'H$\\gamma$: 4340.46': 12.392307067642909, 'H11: 3770.63': 15.352805958942202, 'H10: 3797.90': 20.020456146482598, 'He I: 3819.62': 5.04156140730138, 'H9: 3835.38': 17.776043010282407, 'H8: 3889.05': 17.11268163365095}"
T35000logg3.4,"{'H$\\beta$: 4861.33': 48.544467097945756, 'He I: 4921.93': 21.641867643972276, 'He I: 5015.68': 3.375524861672106, 'He II: 5411.53': 12.822198137183026, 'He I: 5875.66': 5.301481526292388, 'He II: 4199.83': 1.170431690548304, 'H$\\gamma$: 4340.46': 2.5469073150230677, 'H11: 3770.63': 3.588314817707697, 'H10: 3797.90': 5.1078335897462335, 'He I: 3819.62': 2.117415117241915, 'H9: 3835.38': 2.5581670449514045, 'H8: 3889.05': 1.691701075013193}","{'H$\\beta$: 4861.33': 47.66427288956767, 'He I: 4921.93': 21.582617593221546, 'He I: 5015.68': 3.4040346364753504, 'He II: 5411.53': 12.183966542379022, 'He I: 5875.66': 5.045760455491583, 'He II: 4199.83': 1.11445916969659, 'H$\\gamma$: 4340.46': 2.4214529676758367, 'H11: 3770.63': 3.48883798087054, 'H10: 3797.90': 4.942052283162679, 'He I: 3819.62': 2.1287292857618674, 'H9: 3835.38': 2.435418428438175, 'H8: 3889.05': 1.5987423445918456}"
T35000logg3.6,"{'H$\\beta$: 4861.33': 61.43298452104646, 'He I: 4921.93': 21.730299894985393, 'He I: 5015.68': 1.940751038456107, 'He II: 5411.53': 8.952684012694952, 'He I: 5875.66': 3.9630992496226454, 'He II: 4199.83': 1.2330376235453968, 'H$\\gamma$: 4340.46': 3.850499308278402, 'H11: 3770.63': 9.06376061396633, 'H10: 3797.90': 9.765134077089801, 'He I: 3819.62': 1.0814606482659703, 'H9: 3835.38': 5.4239881374653836, 'H8: 3889.05': 3.654185110740752}","{'H$\\beta$: 4861.33': 60.74585072809954, 'He I: 4921.93': 21.671609010512036, 'He I: 5015.68': 1.8917833980410306, 'He II: 5411.53': 8.655418226378341, 'He I: 5875.66': 3.3208327347117885, 'He II: 4199.83': 1.1982453498471175, 'H$\\gamma$: 4340.46': 3.748670985577558, 'H11: 3770.63': 8.968463952088667, 'H10: 3797.90': 9.603375262846894, 'He I: 3819.62': 1.0823885105544637, 'H9: 3835.38': 5.304137681826536, 'H8: 3889.05': 3.5657125370634946}"
T35000logg3.8,"{'H$\\beta$: 4861.33': 61.34342439074498, 'He I: 4921.93': 18.074517730404796, 'He I: 5015.68': 2.46947453381492, 'He II: 5411.53': 7.618689711238566, 'He I: 5875.66': 3.823237634219136, 'He II: 4199.83': 1.1209117065828127, 'H$\\gamma$: 4340.46': 4.472289016748451, 'H11: 3770.63': 12.24074801715857, 'H10: 3797.90': 13.726676622242655, 'He I: 3819.62': 1.185165061207739, 'H9: 3835.38': 8.700432998890776, 'H8: 3889.05': 6.449613891166161}","{'H$\\beta$: 4861.33': 61.07822956618807, 'He I: 4921.93': 18.045726821854092, 'He I: 5015.68': 2.349005770639317, 'He II: 5411.53': 7.477569774801014, 'He I: 5875.66': 3.171866008195777, 'He II: 4199.83': 1.1039177067561508, 'H$\\gamma$: 4340.46': 4.424718867293868, 'H11: 3770.63': 12.1447025947951, 'H10: 3797.90': 13.57761705903355, 'He I: 3819.62': 1.1692014036056992, 'H9: 3835.38': 8.592265903490052, 'H8: 3889.05': 6.376734221495773}"
T35000logg4.0,"{'H$\\beta$: 4861.33': 66.80461239981445, 'He I: 4921.93': 24.365240219711236, 'He I: 5015.68': 2.795805557127614, 'He II: 5411.53': 6.083317839762208, 'He I: 5875.66': 4.5975316280947185, 'He II: 4199.83': 1.2959520039999708, 'H$\\gamma$: 4340.46': 5.059916843215895, 'H11: 3770.63': 8.760039005034207, 'H10: 3797.90': 11.16826280163791, 'He I: 3819.62': 1.1662835839383574, 'H9: 3835.38': 7.622013683695674, 'H8: 3889.05': 5.758465570577079}","{'H$\\beta$: 4861.33': 66.380125951407, 'He I: 4921.93': 24.273590634933147, 'He I: 5015.68': 2.8140333029600177, 'He II: 5411.53': 6.1205230785099225, 'He I: 5875.66': 4.244396999057074, 'He II: 4199.83': 1.2749623545382183, 'H$\\gamma$: 4340.46': 5.006278325920186, 'H11: 3770.63': 8.714529016500489, 'H10: 3797.90': 11.082726600615631, 'He I: 3819.62': 1.1767687022307187, 'H9: 3835.38': 7.562259381405143, 'H8: 3889.05': 5.715111478025608}"
T35000logg4.2,"{'H$\\beta$: 4861.33': 96.53706425004354, 'He I: 4921.93': 18.913720811678054, 'He I: 5015.68': 5.147097297562695, 'He II: 5411.53': 20.352876400920792, 'He I: 5875.66': 8.333058200011157, 'He II: 4199.83': 3.315478642867141, 'H$\\gamma$: 4340.46': 8.463950692667066, 'H11: 3770.63': 11.13908205156778, 'H10: 3797.90': 12.864665433556821, 'He I: 3819.62': 1.3301784847289528, 'H9: 3835.38': 10.05471960972357, 'H8: 3889.05': 8.636092938524412}","{'H$\\beta$: 4861.33': 96.091190925256, 'He I: 4921.93': 18.874215884017882, 'He I: 5015.68': 5.1813785848765725, 'He II: 5411.53': 20.15120221480861, 'He I: 5875.66': 8.299808514723074, 'He II: 4199.83': 3.265907389442754, 'H$\\gamma$: 4340.46': 8.403974805290437, 'H11: 3770.63': 11.078762838757072, 'H10: 3797.90': 12.787946705895708, 'He I: 3819.62': 1.3418271699053677, 'H9: 3835.38': 9.998403007134797, 'H8: 3889.05': 8.596951379270937}"
